"","wunifrac.PC.1","wunifrac.PC.2","wunifrac.PC.3","wunifrac.PC.4"
"L2.Amino.Acid.Metabolism",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Biosynthesis.of.Other.Secondary.Metabolites",0.966930009507435,0.588106530164851,0.697954376881908,0.997888066361004
"L2.Cancers",0.903811961633063,0.68688928171278,0.697954376881908,0.997888066361004
"L2.Carbohydrate.Metabolism",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Cardiovascular.Diseases",0.903811961633063,0.986616958546906,0.697954376881908,0.997888066361004
"L2.Cell.Communication",NA,NA,NA,NA
"L2.Cell.Growth.and.Death",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Cell.Motility",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Cellular.Processes.and.Signaling",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Circulatory.System",0.903811961633063,0.986616958546906,0.697954376881908,0.997888066361004
"L2.Digestive.System",0.903811961633063,0.529742109125395,0.878051470400847,0.997888066361004
"L2.Endocrine.System",0.903811961633063,0.986616958546906,0.697954376881908,0.997888066361004
"L2.Energy.Metabolism",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Environmental.Adaptation",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Enzyme.Families",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Excretory.System",0.903811961633063,0.986616958546906,0.697954376881908,0.997888066361004
"L2.Folding..Sorting.and.Degradation",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Genetic.Information.Processing",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Glycan.Biosynthesis.and.Metabolism",0.903811961633063,0.986616958546906,0.697954376881908,0.997888066361004
"L2.Immune.System",0.966930009507435,0.697272863974724,0.697954376881908,0.997888066361004
"L2.Immune.System.Diseases",0.903811961633063,0.68688928171278,0.697954376881908,0.997888066361004
"L2.Infectious.Diseases",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Lipid.Metabolism",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Membrane.Transport",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Metabolic.Diseases",0.966930009507435,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Metabolism",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Metabolism.of.Cofactors.and.Vitamins",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Metabolism.of.Other.Amino.Acids",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Metabolism.of.Terpenoids.and.Polyketides",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Nervous.System",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Neurodegenerative.Diseases",0.903811961633063,0.986616958546906,0.697954376881908,0.997888066361004
"L2.Nucleotide.Metabolism",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Poorly.Characterized",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Replication.and.Repair",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Sensory.System",NA,NA,NA,NA
"L2.Signal.Transduction",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Signaling.Molecules.and.Interaction",0.903811961633063,0.91942323078698,0.851416327574719,0.997888066361004
"L2.Transcription",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Translation",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
"L2.Transport.and.Catabolism",0.903811961633063,0.529742109125395,0.785132902307749,0.997888066361004
"L2.Xenobiotics.Biodegradation.and.Metabolism",0.903811961633063,0.529742109125395,0.697954376881908,0.997888066361004
